(216.0, 1647821243.370742)
(216.0, 1647821243.401324)
(216.0, 1647821243.416615)
(215.0, 1647821243.4170399)
(215.0, 1647821243.4456809)
(215.0, 1647821243.4466019)
(215.0, 1647821243.460992)
(215.0, 1647821243.476085)
(217.0, 1647821243.491146)
(217.0, 1647821243.506749)
(217.0, 1647821243.52212)
(217.0, 1647821243.536963)
(217.0, 1647821243.566697)
(217.0, 1647821243.581584)
(217.0, 1647821243.596502)
(218.0, 1647821243.627595)
(218.0, 1647821243.6564858)
(218.0, 1647821243.6865542)
(218.0, 1647821243.716743)
(218.0, 1647821243.731286)
(218.0, 1647821243.7468941)
(218.0, 1647821243.762014)
(218.0, 1647821243.806893)
(221.0, 1647821243.8076391)
(221.0, 1647821243.83649)
(221.0, 1647821243.851698)
(221.0, 1647821243.8668082)
(219.0, 1647821243.8966699)
(219.0, 1647821243.9117818)
(219.0, 1647821243.9264681)
(219.0, 1647821243.941677)
(219.0, 1647821243.957097)
(219.0, 1647821243.986614)
(219.0, 1647821244.001657)
(219.0, 1647821244.031538)
(219.0, 1647821244.046598)
(219.0, 1647821244.076409)
(219.0, 1647821244.106517)
(219.0, 1647821244.136414)
(219.0, 1647821244.166694)
(219.0, 1647821244.1816058)
(219.0, 1647821244.211597)
(219.0, 1647821244.2272189)
(219.0, 1647821244.256543)
(219.0, 1647821244.286552)
(219.0, 1647821244.301444)
(219.0, 1647821244.3313541)
(219.0, 1647821244.346825)
(219.0, 1647821244.376482)
(219.0, 1647821244.392034)
(219.0, 1647821244.4062212)
(219.0, 1647821244.436673)
(219.0, 1647821244.451442)
(219.0, 1647821244.4813702)
(224.0, 1647821244.4970932)
(224.0, 1647821244.512147)
(224.0, 1647821244.527331)
(224.0, 1647821244.541476)
(224.0, 1647821244.5564291)
(224.0, 1647821244.556849)
(215.0, 1647821244.571824)
(215.0, 1647821244.5869708)
(215.0, 1647821244.60162)
(215.0, 1647821244.616707)
(215.0, 1647821244.6174212)
(215.0, 1647821244.647121)
(215.0, 1647821244.662147)
(217.0, 1647821244.691283)
(217.0, 1647821244.706521)
(217.0, 1647821244.721353)
(217.0, 1647821244.751418)
(217.0, 1647821244.7667332)
(221.0, 1647821244.7967849)
(221.0, 1647821244.812168)
(221.0, 1647821244.826559)
(221.0, 1647821244.856436)
(214.0, 1647821244.87148)
(214.0, 1647821244.886346)
(214.0, 1647821244.901962)
(214.0, 1647821244.9167209)
(214.0, 1647821244.946623)
(217.0, 1647821244.961514)
(217.0, 1647821244.976361)
(217.0, 1647821245.007054)
(217.0, 1647821245.021445)
(217.0, 1647821245.050653)
(214.0, 1647821245.065838)
(214.0, 1647821245.080585)
(214.0, 1647821245.1105769)
(214.0, 1647821245.1256452)
(214.0, 1647821245.1408021)
(218.0, 1647821245.1559649)
(218.0, 1647821245.171894)
(218.0, 1647821245.201439)
(218.0, 1647821245.2164779)
(218.0, 1647821245.231494)
(218.0, 1647821245.246506)
(213.0, 1647821245.261612)
(213.0, 1647821245.291496)
(213.0, 1647821245.305855)
(213.0, 1647821245.320789)
(213.0, 1647821245.351563)
(214.0, 1647821245.366692)
(214.0, 1647821245.410537)
(214.0, 1647821245.4257212)
(214.0, 1647821245.455616)
(219.0, 1647821245.470874)
(219.0, 1647821245.485922)
(219.0, 1647821245.515529)
(219.0, 1647821245.530646)
(219.0, 1647821245.545554)
(219.0, 1647821245.560828)
(219.0, 1647821245.605799)
(219.0, 1647821245.620803)
(219.0, 1647821245.6358678)
(218.0, 1647821245.650901)
(218.0, 1647821245.6659079)
(218.0, 1647821245.695539)
(218.0, 1647821245.710724)
(218.0, 1647821245.725538)
(217.0, 1647821245.7408772)
(217.0, 1647821245.7560372)
(217.0, 1647821245.801567)
(217.0, 1647821245.8163462)
(217.0, 1647821245.845548)
(218.0, 1647821245.860874)
(218.0, 1647821245.891371)
(218.0, 1647821245.921389)
(218.0, 1647821245.9356642)
(216.0, 1647821245.966031)
(216.0, 1647821245.9818518)
(216.0, 1647821246.011276)
(216.0, 1647821246.040572)
(212.0, 1647821246.055562)
(212.0, 1647821246.086288)
(212.0, 1647821246.1018581)
(212.0, 1647821246.1305559)
(216.0, 1647821246.160477)
(216.0, 1647821246.1756349)
(216.0, 1647821246.206353)
(216.0, 1647821246.2218702)
(217.0, 1647821246.250441)
(217.0, 1647821246.28055)
(217.0, 1647821246.2959092)
(217.0, 1647821246.326358)
(212.0, 1647821246.342067)
(212.0, 1647821246.371453)
(212.0, 1647821246.402049)
(215.0, 1647821246.41743)
(215.0, 1647821246.43136)
(215.0, 1647821246.4470642)
(215.0, 1647821246.461455)
(215.0, 1647821246.4771469)
(215.0, 1647821246.4912949)
(219.0, 1647821246.5071611)
(219.0, 1647821246.52116)
(219.0, 1647821246.5370948)
(219.0, 1647821246.5513039)
(219.0, 1647821246.567126)
(219.0, 1647821246.5964658)
(219.0, 1647821246.626598)
(219.0, 1647821246.6414452)
(220.0, 1647821246.6566741)
(220.0, 1647821246.657111)
(220.0, 1647821246.686422)
(220.0, 1647821246.702133)
(212.0, 1647821246.7170088)
(212.0, 1647821246.732021)
(212.0, 1647821246.745748)
(212.0, 1647821246.760997)
(212.0, 1647821246.761607)
(212.0, 1647821246.775955)
(212.0, 1647821246.7916129)
(212.0, 1647821246.8214002)
(212.0, 1647821246.836503)
(212.0, 1647821246.836808)
(212.0, 1647821246.866227)
(212.0, 1647821246.881977)
(204.0, 1647821246.897075)
(204.0, 1647821246.912241)
(204.0, 1647821246.926389)
(204.0, 1647821246.941629)
(204.0, 1647821246.942136)
(204.0, 1647821246.971798)
(204.0, 1647821246.972438)
(204.0, 1647821247.0016892)
(195.0, 1647821247.002133)
(195.0, 1647821247.031682)
(195.0, 1647821247.032186)
(195.0, 1647821247.061632)
(195.0, 1647821247.06203)
(195.0, 1647821247.077067)
(194.0, 1647821247.0920691)
(194.0, 1647821247.1067688)
(194.0, 1647821247.121542)
(194.0, 1647821247.1364841)
(194.0, 1647821247.136828)
(194.0, 1647821247.152033)
(194.0, 1647821247.1667898)
(190.0, 1647821247.1815062)
(190.0, 1647821247.19644)
(190.0, 1647821247.1969101)
(190.0, 1647821247.2118242)
(190.0, 1647821247.2268941)
(190.0, 1647821247.241279)
(190.0, 1647821247.256439)
(190.0, 1647821247.2712278)
(190.0, 1647821247.2868779)
(188.0, 1647821247.3020291)
(188.0, 1647821247.3315918)
(188.0, 1647821247.346581)
(188.0, 1647821247.361509)
(188.0, 1647821247.362015)
(188.0, 1647821247.3769758)
(211.0, 1647821247.39202)
(211.0, 1647821247.406328)
(211.0, 1647821247.4215329)
(211.0, 1647821247.422215)
(211.0, 1647821247.436888)
(211.0, 1647821247.4518359)
(211.0, 1647821247.466325)
(206.0, 1647821247.481558)
(206.0, 1647821247.482068)
(206.0, 1647821247.4969652)
(206.0, 1647821247.511965)
(206.0, 1647821247.526338)
(206.0, 1647821247.5415978)
(206.0, 1647821247.556604)
(206.0, 1647821247.557525)
(206.0, 1647821247.571483)
(204.0, 1647821247.601144)
(204.0, 1647821247.6314728)
(204.0, 1647821247.646462)
(204.0, 1647821247.661431)
(204.0, 1647821247.661828)
(197.0, 1647821247.676874)
(197.0, 1647821247.691626)
(197.0, 1647821247.706526)
(197.0, 1647821247.721357)
(197.0, 1647821247.736416)
(197.0, 1647821247.736844)
(197.0, 1647821247.751678)
(197.0, 1647821247.7668428)
(202.0, 1647821247.781278)
(202.0, 1647821247.796709)
(202.0, 1647821247.8113139)
(202.0, 1647821247.826518)
(202.0, 1647821247.826894)
(202.0, 1647821247.841411)
(202.0, 1647821247.856695)
(201.0, 1647821247.871317)
(201.0, 1647821247.886631)
(201.0, 1647821247.8870049)
(201.0, 1647821247.901803)
(201.0, 1647821247.9167612)
(201.0, 1647821247.931423)
(201.0, 1647821247.946432)
(201.0, 1647821247.9470139)
(197.0, 1647821247.961646)
(197.0, 1647821247.9771929)
(197.0, 1647821247.991391)
(197.0, 1647821248.006509)
(197.0, 1647821248.0068412)
(197.0, 1647821248.021676)
(197.0, 1647821248.036737)
(197.0, 1647821248.0513558)
(200.0, 1647821248.066368)
(200.0, 1647821248.066847)
(200.0, 1647821248.081422)
