2022-04-16 00:52:18,313 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.10.4 (v3.10.4:9d38120e33, Mar 23 2022, 17:29:05) [Clang 13.0.0 (clang-1300.0.29.30)]
2022-04-24 02:32:30,073 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-04-24 02:32:53,649 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-04-24 02:33:59,146 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Distribution
2022-04-24 02:34:07,328 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Odometry
2022-04-24 02:34:08,095 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Ground Truth
2022-04-24 02:34:09,028 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Belief
2022-04-24 02:34:12,277 | MainThread   | [DEBUG   ] | show_plot           |: Show Belief
2022-04-24 02:34:13,327 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Map
2022-04-24 02:34:13,960 | MainThread   | [DEBUG   ] | show_plot           |: Show Map
2022-04-24 02:34:16,877 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-04-24 02:34:20,010 | MainThread   | [DEBUG   ] | show_plot           |: Show Distribution
2022-04-24 02:34:24,626 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Belief
2022-04-24 02:34:26,792 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Map
2022-04-24 02:34:27,559 | MainThread   | [DEBUG   ] | show_plot           |: Show Map
2022-04-24 02:34:29,710 | MainThread   | [DEBUG   ] | show_plot           |: Show Ground Truth
2022-04-24 02:34:32,841 | MainThread   | [DEBUG   ] | show_plot           |: Show Belief
2022-04-24 02:34:35,261 | MainThread   | [DEBUG   ] | show_plot           |: Show Odometry
2022-04-24 02:34:47,392 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-04-24 02:34:53,191 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-04-24 02:34:54,574 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-04-24 02:34:54,773 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-04-24 02:35:13,287 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Distribution
2022-04-24 02:35:13,921 | MainThread   | [DEBUG   ] | show_plot           |: Show Distribution
2022-04-24 02:35:14,737 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Distribution
2022-04-24 02:35:15,439 | MainThread   | [DEBUG   ] | show_plot           |: Show Distribution
2022-04-24 02:35:16,786 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Distribution
2022-04-24 02:35:17,187 | MainThread   | [DEBUG   ] | show_plot           |: Show Distribution
2022-04-24 02:35:18,837 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Ground Truth
2022-04-24 02:35:19,304 | MainThread   | [DEBUG   ] | show_plot           |: Show Ground Truth
2022-04-24 02:35:19,787 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Belief
2022-04-24 02:35:20,170 | MainThread   | [DEBUG   ] | show_plot           |: Show Belief
2022-04-24 02:35:21,070 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Map
2022-04-24 02:35:21,803 | MainThread   | [DEBUG   ] | show_plot           |: Show Map
2022-04-24 02:35:24,969 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2022-04-24 02:35:30,558 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.10.4 (v3.10.4:9d38120e33, Mar 23 2022, 17:29:05) [Clang 13.0.0 (clang-1300.0.29.30)]
2022-04-24 02:35:30,560 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2022-04-24 02:35:30,560 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2022-04-24 02:35:30,560 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2022-04-24 02:35:30,560 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2022-04-24 02:35:30,560 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2022-04-24 02:35:30,560 | MainThread   | [DEBUG   ] | run                 |: ------------------

2022-04-24 02:36:14,277 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-04-24 02:37:10,442 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-04-24 02:37:21,076 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Map
2022-04-24 02:37:22,123 | MainThread   | [DEBUG   ] | show_plot           |: Show Map
2022-04-24 02:37:22,606 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Map
2022-04-24 02:37:31,438 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2022-04-24 02:37:37,089 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.10.4 (v3.10.4:9d38120e33, Mar 23 2022, 17:29:05) [Clang 13.0.0 (clang-1300.0.29.30)]
2022-04-24 02:37:37,090 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2022-04-24 02:37:37,091 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2022-04-24 02:37:37,091 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2022-04-24 02:37:37,091 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2022-04-24 02:37:37,091 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2022-04-24 02:37:37,091 | MainThread   | [DEBUG   ] | run                 |: ------------------

2022-04-24 02:37:41,471 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Distribution
2022-04-24 02:37:42,205 | MainThread   | [DEBUG   ] | show_plot           |: Show Distribution
2022-04-24 02:37:54,520 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Map
2022-04-24 02:37:55,536 | MainThread   | [DEBUG   ] | show_plot           |: Show Map
2022-04-24 02:37:56,003 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Map
2022-04-24 02:37:56,353 | MainThread   | [DEBUG   ] | show_plot           |: Show Map
2022-04-24 02:38:09,810 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-04-24 02:38:40,449 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Map
2022-04-24 02:38:45,189 | MainThread   | [DEBUG   ] | show_plot           |: Show Map
2022-04-24 02:39:16,281 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-04-24 02:39:19,040 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-04-24 02:39:19,511 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-04-24 02:39:19,794 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-04-24 02:39:28,070 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-04-24 02:39:34,117 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Map
2022-04-24 02:39:34,943 | MainThread   | [DEBUG   ] | show_plot           |: Show Map
2022-04-24 02:39:35,742 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Map
2022-04-24 02:39:39,191 | MainThread   | [DEBUG   ] | show_plot           |: Show Map
2022-04-24 02:39:45,678 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-04-24 02:39:46,499 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-04-24 02:39:47,313 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-04-24 02:39:48,143 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-04-24 02:39:48,963 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-04-24 02:39:49,783 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2022-04-24 02:39:49,783 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2022-04-24 02:39:51,106 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.10.4 (v3.10.4:9d38120e33, Mar 23 2022, 17:29:05) [Clang 13.0.0 (clang-1300.0.29.30)]
2022-04-24 02:39:51,107 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2022-04-24 02:39:51,107 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2022-04-24 02:39:51,107 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2022-04-24 02:39:51,107 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2022-04-24 02:39:51,107 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2022-04-24 02:39:51,107 | MainThread   | [DEBUG   ] | run                 |: ------------------

2022-04-24 02:39:57,556 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-04-24 02:39:58,472 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Map
2022-04-24 02:40:17,920 | MainThread   | [DEBUG   ] | show_plot           |: Show Map
2022-04-24 02:40:18,854 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Map
2022-04-24 02:40:19,537 | MainThread   | [DEBUG   ] | show_plot           |: Show Map
2022-04-24 02:40:24,936 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Distribution
2022-04-24 02:40:25,620 | MainThread   | [DEBUG   ] | show_plot           |: Show Distribution
2022-04-24 02:40:42,127 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-04-24 02:44:42,775 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2022-04-25 23:33:33,975 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.10.4 (v3.10.4:9d38120e33, Mar 23 2022, 17:29:05) [Clang 13.0.0 (clang-1300.0.29.30)]
2022-04-25 23:33:33,981 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2022-04-25 23:33:33,981 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2022-04-25 23:33:33,981 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2022-04-25 23:33:33,981 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2022-04-25 23:33:33,981 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2022-04-25 23:33:33,981 | MainThread   | [DEBUG   ] | run                 |: ------------------

2022-04-25 23:34:05,576 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-04-25 23:34:19,201 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Distribution
2022-04-25 23:34:19,418 | MainThread   | [DEBUG   ] | show_plot           |: Show Distribution
2022-04-25 23:36:08,612 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2022-04-26 01:56:13,844 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.10.4 (v3.10.4:9d38120e33, Mar 23 2022, 17:29:05) [Clang 13.0.0 (clang-1300.0.29.30)]
2022-04-26 01:56:13,847 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2022-04-26 01:56:13,847 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2022-04-26 01:56:13,847 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2022-04-26 01:56:13,847 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2022-04-26 01:56:13,847 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2022-04-26 01:56:13,847 | MainThread   | [DEBUG   ] | run                 |: ------------------

2022-04-26 01:56:43,491 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Distribution
2022-04-26 01:56:43,657 | MainThread   | [DEBUG   ] | show_plot           |: Show Distribution
2022-04-26 01:57:22,647 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-04-26 02:02:02,794 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2022-05-02 18:04:39,765 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.10.4 (v3.10.4:9d38120e33, Mar 23 2022, 17:29:05) [Clang 13.0.0 (clang-1300.0.29.30)]
2022-05-02 18:04:39,768 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2022-05-02 18:04:39,768 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2022-05-02 18:04:39,768 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2022-05-02 18:04:39,769 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2022-05-02 18:04:39,769 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2022-05-02 18:04:39,769 | MainThread   | [DEBUG   ] | run                 |: ------------------

2022-05-02 18:04:57,561 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-02 18:07:24,417 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2022-05-06 22:06:13,323 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.10.4 (v3.10.4:9d38120e33, Mar 23 2022, 17:29:05) [Clang 13.0.0 (clang-1300.0.29.30)]
2022-05-06 22:06:13,324 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2022-05-06 22:06:13,324 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2022-05-06 22:06:13,325 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2022-05-06 22:06:13,325 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2022-05-06 22:06:13,325 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2022-05-06 22:06:13,325 | MainThread   | [DEBUG   ] | run                 |: ------------------

2022-05-06 22:06:20,435 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-06 22:07:06,356 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-06 22:09:29,239 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-06 22:09:47,843 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-06 22:11:13,530 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-06 22:11:21,611 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2022-05-07 15:31:45,423 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.10.4 (v3.10.4:9d38120e33, Mar 23 2022, 17:29:05) [Clang 13.0.0 (clang-1300.0.29.30)]
2022-05-07 15:31:45,425 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2022-05-07 15:31:45,425 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2022-05-07 15:31:45,425 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2022-05-07 15:31:45,425 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2022-05-07 15:31:45,425 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2022-05-07 15:31:45,426 | MainThread   | [DEBUG   ] | run                 |: ------------------

2022-05-07 15:50:29,211 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-07 15:52:26,859 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-07 15:52:54,894 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-07 15:54:11,687 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-07 17:35:10,230 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2022-05-08 22:26:08,062 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.10.4 (v3.10.4:9d38120e33, Mar 23 2022, 17:29:05) [Clang 13.0.0 (clang-1300.0.29.30)]
2022-05-08 22:26:08,063 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2022-05-08 22:26:08,063 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2022-05-08 22:26:08,063 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2022-05-08 22:26:08,063 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2022-05-08 22:26:08,063 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2022-05-08 22:26:08,063 | MainThread   | [DEBUG   ] | run                 |: ------------------

2022-05-08 22:26:19,302 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-08 22:26:38,453 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2022-05-08 22:26:38,457 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2022-05-08 22:26:47,055 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.10.4 (v3.10.4:9d38120e33, Mar 23 2022, 17:29:05) [Clang 13.0.0 (clang-1300.0.29.30)]
2022-05-08 22:26:47,056 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2022-05-08 22:26:47,056 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2022-05-08 22:26:47,056 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2022-05-08 22:26:47,056 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2022-05-08 22:26:47,056 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2022-05-08 22:26:47,056 | MainThread   | [DEBUG   ] | run                 |: ------------------

2022-05-09 00:14:59,643 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2022-05-12 22:44:49,002 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.10.4 (v3.10.4:9d38120e33, Mar 23 2022, 17:29:05) [Clang 13.0.0 (clang-1300.0.29.30)]
2022-05-12 22:44:49,004 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2022-05-12 22:44:49,004 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2022-05-12 22:44:49,004 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2022-05-12 22:44:49,004 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2022-05-12 22:44:49,004 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2022-05-12 22:44:49,004 | MainThread   | [DEBUG   ] | run                 |: ------------------

2022-05-12 22:46:40,527 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-12 22:46:57,101 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-12 23:23:49,878 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-12 23:24:10,442 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-12 23:38:37,388 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-12 23:39:09,010 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-12 23:40:38,740 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-12 23:41:21,913 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-12 23:41:52,761 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-12 23:42:26,501 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-12 23:42:57,384 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-12 23:43:30,960 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-12 23:44:20,091 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-12 23:45:22,341 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-12 23:45:43,658 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-12 23:46:41,381 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-12 23:47:18,417 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-12 23:47:18,420 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-12 23:47:38,389 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2022-05-17 16:21:28,116 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.10.4 (v3.10.4:9d38120e33, Mar 23 2022, 17:29:05) [Clang 13.0.0 (clang-1300.0.29.30)]
2022-05-17 16:21:28,118 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2022-05-17 16:21:28,118 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2022-05-17 16:21:28,118 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2022-05-17 16:21:28,118 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2022-05-17 16:21:28,119 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2022-05-17 16:21:28,119 | MainThread   | [DEBUG   ] | run                 |: ------------------

2022-05-17 16:23:17,137 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-17 16:26:07,169 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-17 16:26:25,156 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-17 16:28:25,138 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-17 17:06:16,504 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-17 17:07:24,428 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-17 17:08:22,820 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Belief
2022-05-17 17:08:23,753 | MainThread   | [DEBUG   ] | show_plot           |: Show Belief
2022-05-17 17:08:25,002 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Odometry
2022-05-17 17:08:25,653 | MainThread   | [DEBUG   ] | show_plot           |: Show Odometry
2022-05-17 17:08:26,114 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Ground Truth
2022-05-17 17:08:26,456 | MainThread   | [DEBUG   ] | show_plot           |: Show Ground Truth
2022-05-17 17:08:27,190 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Distribution
2022-05-17 17:08:27,554 | MainThread   | [DEBUG   ] | show_plot           |: Show Distribution
2022-05-17 17:08:29,067 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Distribution
2022-05-17 17:08:29,668 | MainThread   | [DEBUG   ] | show_plot           |: Show Distribution
2022-05-17 17:08:34,152 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-17 17:08:38,051 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Map
2022-05-17 17:08:38,843 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Belief
2022-05-17 17:08:39,489 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Ground Truth
2022-05-17 17:08:40,114 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Odometry
2022-05-17 17:08:41,563 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Distribution
2022-05-17 17:08:42,204 | MainThread   | [DEBUG   ] | show_plot           |: Show Map
2022-05-17 17:08:42,850 | MainThread   | [DEBUG   ] | show_plot           |: Show Belief
2022-05-17 17:08:43,829 | MainThread   | [DEBUG   ] | show_plot           |: Show Ground Truth
2022-05-17 17:08:45,042 | MainThread   | [DEBUG   ] | show_plot           |: Show Odometry
2022-05-17 17:08:46,370 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Odometry
2022-05-17 17:08:49,909 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2022-05-20 01:29:14,588 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.10.4 (v3.10.4:9d38120e33, Mar 23 2022, 17:29:05) [Clang 13.0.0 (clang-1300.0.29.30)]
2022-05-20 01:29:14,589 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2022-05-20 01:29:14,589 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2022-05-20 01:29:14,589 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2022-05-20 01:29:14,590 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2022-05-20 01:29:14,590 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2022-05-20 01:29:14,590 | MainThread   | [DEBUG   ] | run                 |: ------------------

2022-05-20 01:31:40,720 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2022-05-20 01:31:42,826 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.10.4 (v3.10.4:9d38120e33, Mar 23 2022, 17:29:05) [Clang 13.0.0 (clang-1300.0.29.30)]
2022-05-20 01:31:42,829 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2022-05-20 01:31:42,829 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2022-05-20 01:31:42,829 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2022-05-20 01:31:42,829 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2022-05-20 01:31:42,829 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2022-05-20 01:31:42,829 | MainThread   | [DEBUG   ] | run                 |: ------------------

2022-05-20 01:36:01,999 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-20 01:38:01,252 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-20 01:39:42,677 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-20 01:40:48,818 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2022-05-20 01:40:48,820 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2022-05-20 01:40:48,891 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2022-05-20 01:40:48,990 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2022-05-20 01:40:56,633 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.10.4 (v3.10.4:9d38120e33, Mar 23 2022, 17:29:05) [Clang 13.0.0 (clang-1300.0.29.30)]
2022-05-20 01:40:56,640 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2022-05-20 01:40:56,640 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2022-05-20 01:40:56,640 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2022-05-20 01:40:56,640 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2022-05-20 01:40:56,640 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2022-05-20 01:40:56,640 | MainThread   | [DEBUG   ] | run                 |: ------------------

2022-05-20 01:41:17,481 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-20 01:44:50,617 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2022-05-20 01:44:50,618 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2022-05-20 01:44:50,691 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2022-05-20 01:44:50,781 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2022-05-20 01:44:58,245 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.10.4 (v3.10.4:9d38120e33, Mar 23 2022, 17:29:05) [Clang 13.0.0 (clang-1300.0.29.30)]
2022-05-20 01:44:58,251 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2022-05-20 01:44:58,252 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2022-05-20 01:44:58,252 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
