(150.0, 1647395164.859863)
(136.56861877441406, 1647395164.86002)
(136.2489471435547, 1647395164.860147)
(136.41061401367188, 1647395164.8602428)
(136.5346221923828, 1647395164.860362)
(132.91622924804688, 1647395164.860482)
(133.50192260742188, 1647395164.8606029)
(127.59687042236328, 1647395164.860725)
(128.1231689453125, 1647395164.8608582)
(114.69043731689453, 1647395164.8609831)
(115.69944763183594, 1647395164.861102)
(115.78080749511719, 1647395164.8612201)
(99.36930847167969, 1647395164.86144)
(100.59910583496094, 1647395164.861584)
(78.72894287109375, 1647395164.861707)
(79.79885864257812, 1647395164.861828)
(79.88111114501953, 1647395164.861948)
(59.637046813964844, 1647395164.862068)
(61.120479583740234, 1647395164.862187)
(36.12290573120117, 1647395164.862355)
(37.39731979370117, 1647395164.8624809)
(37.432350158691406, 1647395164.862627)
(39.57435989379883, 1647395164.863374)
(30.514629364013672, 1647395164.8634932)
(30.540550231933594, 1647395164.863611)
(48.620147705078125, 1647395164.863729)
(47.78675079345703, 1647395164.863848)
(58.29356002807617, 1647395164.863966)
(57.70840835571289, 1647395164.864084)
(63.27582550048828, 1647395164.86428)
(63.11756896972656, 1647395164.8644469)
(63.191959381103516, 1647395164.864574)
(64.0154800415039, 1647395164.864695)
(64.0529556274414, 1647395164.864817)
(62.66324234008789, 1647395164.864938)
(62.808570861816406, 1647395164.8651679)
(61.09019470214844, 1647395164.865324)
(61.229549407958984, 1647395164.8654568)
(57.535972595214844, 1647395164.865577)
(57.84811019897461, 1647395164.8657641)
(55.70396423339844, 1647395164.8658948)
(55.859107971191406, 1647395164.8660202)
(55.905609130859375, 1647395164.866142)
(51.4470100402832, 1647395164.866266)
(51.78426742553711, 1647395164.8663838)
(51.84360885620117, 1647395164.86657)
(48.08842849731445, 1647395164.866751)
(48.417850494384766, 1647395164.866892)
(48.45240783691406, 1647395164.867019)
(43.282344818115234, 1647395164.867139)
(43.627647399902344, 1647395164.867261)
(43.67552947998047, 1647395164.867381)
(37.65754699707031, 1647395164.8675032)
(38.135311126708984, 1647395164.8676229)
(38.15980911254883, 1647395164.867746)
(32.25599670410156, 1647395164.867866)
(32.62540817260742, 1647395164.8679838)
(32.651649475097656, 1647395164.868103)
(30.0, 1647395164.8682199)
(30.0, 1647395164.86841)
(30.0, 1647395164.868547)
(30.0, 1647395164.868669)
(30.0, 1647395164.8688462)
