(677.0, 1647394796.7158039)
(677.0, 1647394796.7160692)
(677.0, 1647394796.716288)
(677.0, 1647394796.716595)
(674.0, 1647394796.716874)
(674.0, 1647394796.717119)
(674.0, 1647394796.717366)
(674.0, 1647394796.717591)
(654.0, 1647394796.717988)
(654.0, 1647394796.718289)
(654.0, 1647394796.718505)
(654.0, 1647394796.7187169)
(625.0, 1647394796.7189279)
(625.0, 1647394796.719123)
(625.0, 1647394796.719292)
(585.0, 1647394796.719459)
(585.0, 1647394796.719628)
(585.0, 1647394796.719796)
(585.0, 1647394796.7199621)
(538.0, 1647394796.720128)
(538.0, 1647394796.720295)
(538.0, 1647394796.720462)
(538.0, 1647394796.720629)
(538.0, 1647394796.720795)
(484.0, 1647394796.720961)
(484.0, 1647394796.721128)
(484.0, 1647394796.7212942)
(419.0, 1647394796.721461)
(419.0, 1647394796.721626)
(419.0, 1647394796.721792)
(419.0, 1647394796.721958)
(359.0, 1647394796.722124)
(359.0, 1647394796.72229)
(359.0, 1647394796.722456)
(359.0, 1647394796.722622)
(293.0, 1647394796.722789)
(293.0, 1647394796.722921)
(293.0, 1647394796.723056)
(233.0, 1647394796.7231889)
(233.0, 1647394796.723356)
(233.0, 1647394796.7235231)
(178.0, 1647394796.72369)
(178.0, 1647394796.7238579)
(178.0, 1647394796.724024)
(178.0, 1647394796.724195)
(146.0, 1647394796.724362)
(146.0, 1647394796.7245288)
(146.0, 1647394796.7246962)
(146.0, 1647394796.7248619)
(126.0, 1647394796.7250292)
(126.0, 1647394796.7251961)
(126.0, 1647394796.7253618)
(120.0, 1647394796.7255309)
(120.0, 1647394796.725665)
(120.0, 1647394796.7258)
(120.0, 1647394796.725934)
(129.0, 1647394796.726068)
(129.0, 1647394796.726203)
(129.0, 1647394796.7263381)
(134.0, 1647394796.726472)
(134.0, 1647394796.7266402)
(134.0, 1647394796.7267761)
(134.0, 1647394796.726911)
(142.0, 1647394796.727045)
(142.0, 1647394796.727179)
(142.0, 1647394796.727316)
(142.0, 1647394796.7274501)
(156.0, 1647394796.7275991)
(156.0, 1647394796.727734)
(156.0, 1647394796.727872)
(156.0, 1647394796.728009)
(171.0, 1647394796.7281432)
(171.0, 1647394796.728277)
(171.0, 1647394796.728411)
(171.0, 1647394796.72855)
(184.0, 1647394796.7286851)
(184.0, 1647394796.72882)
(184.0, 1647394796.728959)
(184.0, 1647394796.7290938)
(205.0, 1647394796.729229)
(205.0, 1647394796.729365)
(205.0, 1647394796.7294998)
(205.0, 1647394796.729635)
(220.0, 1647394796.729769)
(220.0, 1647394796.7299032)
(220.0, 1647394796.730037)
(220.0, 1647394796.730172)
(241.0, 1647394796.730307)
(241.0, 1647394796.7304409)
(241.0, 1647394796.730575)
(241.0, 1647394796.730709)
(250.0, 1647394796.7308428)
(250.0, 1647394796.7309492)
(250.0, 1647394796.731057)
(264.0, 1647394796.7311628)
(264.0, 1647394796.7312682)
(264.0, 1647394796.731374)
(270.0, 1647394796.7315578)
(270.0, 1647394796.731693)
(270.0, 1647394796.731808)
(273.0, 1647394796.731924)
(273.0, 1647394796.732044)
(273.0, 1647394796.7321541)
(273.0, 1647394796.732267)
(270.0, 1647394796.73238)
(270.0, 1647394796.7324932)
(270.0, 1647394796.732606)
(275.0, 1647394796.732718)
(275.0, 1647394796.732961)
(275.0, 1647394796.733079)
(272.0, 1647394796.7331882)
(272.0, 1647394796.7332952)
(272.0, 1647394796.733404)
(272.0, 1647394796.7335098)
(270.0, 1647394796.7336261)
(270.0, 1647394796.733718)
(270.0, 1647394796.733811)
(271.0, 1647394796.7339032)
(271.0, 1647394796.733996)
(271.0, 1647394796.734089)
(272.0, 1647394796.734182)
(272.0, 1647394796.7342741)
(272.0, 1647394796.734366)
(272.0, 1647394796.7344582)
(272.0, 1647394796.7345521)
(272.0, 1647394796.734645)
(272.0, 1647394796.7347379)
(267.0, 1647394796.7348301)
(267.0, 1647394796.734922)
(267.0, 1647394796.735018)
(267.0, 1647394796.7351098)
(271.0, 1647394796.735202)
(271.0, 1647394796.7352939)
(271.0, 1647394796.7353861)
(271.0, 1647394796.735479)
(271.0, 1647394796.735571)
(271.0, 1647394796.7356641)
(271.0, 1647394796.735756)
(271.0, 1647394796.735848)
(271.0, 1647394796.73594)
(271.0, 1647394796.736032)
(269.0, 1647394796.7361228)
(269.0, 1647394796.736217)
(269.0, 1647394796.7363079)
(270.0, 1647394796.7364)
(270.0, 1647394796.736492)
(270.0, 1647394796.736584)
(274.0, 1647394796.736676)
(274.0, 1647394796.736768)
(274.0, 1647394796.7368598)
(274.0, 1647394796.736953)
(270.0, 1647394796.737045)
(270.0, 1647394796.7371361)
(270.0, 1647394796.737228)
(271.0, 1647394796.73732)
(271.0, 1647394796.737411)
(271.0, 1647394796.7375019)
(271.0, 1647394796.7375941)
(272.0, 1647394796.737686)
(272.0, 1647394796.737777)
(272.0, 1647394796.737868)
(267.0, 1647394796.7379599)
(267.0, 1647394796.7380512)
(267.0, 1647394796.738143)
(267.0, 1647394796.738234)
(269.0, 1647394796.7383249)
(269.0, 1647394796.738417)
(269.0, 1647394796.738509)
(269.0, 1647394796.738601)
(269.0, 1647394796.738692)
(269.0, 1647394796.738784)
(271.0, 1647394796.738875)
(271.0, 1647394796.738994)
(271.0, 1647394796.739087)
(271.0, 1647394796.739179)
(270.0, 1647394796.73927)
(270.0, 1647394796.739362)
(270.0, 1647394796.7394528)
(266.0, 1647394796.739545)
(266.0, 1647394796.739637)
(266.0, 1647394796.739729)
(270.0, 1647394796.73982)
