(0.0, 1647821736.156936)
(0.0, 1647821736.1718552)
(0.0, 1647821736.187648)
(0.0, 1647821736.202352)
(0.0, 1647821736.2174568)
(0.0, 1647821736.2178812)
(0.0, 1647821736.232682)
(0.0, 1647821736.247209)
(0.0, 1647821736.2624588)
(0.0, 1647821736.2775402)
(0.0, 1647821736.292125)
(0.0, 1647821736.3064609)
(0.0, 1647821736.3073258)
(0.0, 1647821736.32193)
(0.0, 1647821736.337823)
(0.0, 1647821736.352889)
(0.0, 1647821736.36752)
(0.0, 1647821736.382528)
(0.0, 1647821736.3829691)
(0.0, 1647821736.412286)
(0.0, 1647821736.428073)
(0.0, 1647821736.4422631)
(0.0, 1647821736.4723682)
(0.0, 1647821736.487254)
(0.0, 1647821736.502182)
(0.0, 1647821736.5029309)
(0.0, 1647821736.54669)
(0.0, 1647821736.547443)
(0.0, 1647821736.576681)
(0.0, 1647821736.591885)
(0.0, 1647821736.606838)
(0.0, 1647821736.637454)
(0.0, 1647821736.652169)
(0.0, 1647821736.666564)
(0.0, 1647821736.6817951)
(0.0, 1647821736.7114828)
(0.0, 1647821736.7415419)
(0.0, 1647821736.771776)
(0.0, 1647821736.801606)
(0.0, 1647821736.816549)
(0.0, 1647821736.846891)
(0.0, 1647821736.877255)
(0.0, 1647821736.90737)
(0.0, 1647821736.9219651)
(0.0, 1647821736.922532)
(0.0, 1647821736.9375849)
(0.0, 1647821736.953148)
(0.0, 1647821736.966881)
(0.0, 1647821736.981463)
(0.0, 1647821736.996446)
(0.0, 1647821736.997314)
(0.0, 1647821737.012018)
(0.0, 1647821737.026884)
(0.0, 1647821737.0416799)
(0.0, 1647821737.1016362)
(0.0, 1647821737.11647)
(0.0, 1647821737.131566)
(0.0, 1647821737.146851)
(0.0, 1647821737.162107)
(0.0, 1647821737.192251)
(0.0, 1647821737.207375)
(0.0, 1647821737.222424)
(0.0, 1647821737.222819)
(0.0, 1647821737.237801)
(0.0, 1647821737.252745)
(0.0, 1647821737.2672231)
(0.0, 1647821737.282382)
(0.0, 1647821737.282788)
(0.0, 1647821737.297035)
(0.0, 1647821737.3119628)
(0.0, 1647821737.341672)
(0.0, 1647821737.357043)
(0.0, 1647821737.401622)
(0.0, 1647821737.4173398)
(0.0, 1647821737.431498)
(0.0, 1647821737.461638)
(0.0, 1647821737.4764748)
(0.0, 1647821737.49157)
(0.0, 1647821737.506798)
(0.0, 1647821737.536587)
(0.0, 1647821737.566647)
(0.0, 1647821737.58181)
(0.0, 1647821737.596419)
(0.0, 1647821737.626517)
(0.0, 1647821737.6273339)
(0.0, 1647821737.656474)
(0.0, 1647821737.6718102)
(0.0, 1647821737.686798)
(0.0, 1647821737.71661)
(0.0, 1647821737.731848)
(0.0, 1647821737.7464802)
(0.0, 1647821737.7924109)
(0.0, 1647821737.807155)
(0.0, 1647821737.83723)
(0.0, 1647821737.852839)
(0.0, 1647821737.867574)
(0.0, 1647821737.89731)
(0.0, 1647821737.9123)
(0.0, 1647821737.9266372)
(0.0, 1647821737.941771)
(0.0, 1647821737.957694)
(0.0, 1647821738.001379)
(0.0, 1647821738.0168698)
(0.0, 1647821738.031488)
(0.0, 1647821738.0617988)
(0.0, 1647821738.0624819)
(0.0, 1647821738.09197)
(0.0, 1647821738.092633)
(0.0, 1647821738.1067939)
(0.0, 1647821738.121804)
(0.0, 1647821738.136487)
(0.0, 1647821738.151668)
(0.0, 1647821738.152426)
(0.0, 1647821738.166816)
(0.0, 1647821738.182462)
(0.0, 1647821738.1965172)
(0.0, 1647821738.211725)
(0.0, 1647821738.226562)
(0.0, 1647821738.2272792)
(0.0, 1647821738.242452)
(0.0, 1647821738.257327)
(0.0, 1647821738.272769)
(0.0, 1647821738.287488)
(0.0, 1647821738.30144)
(0.0, 1647821738.316718)
(0.0, 1647821738.3469162)
